"id","lastpage","Start[naviConfig]","Start[mobile]","Start[consentGiven]","Start[screenSize]","Start[userAgent]","Start[prolificPID]","Age","Gender[gender]","CheckActiveReading","solarIntroGranny[navigationSolar]","Xsolar1[taskTime]","Xsolar1[completed]","Xsolar1[moves]","Xsolar1[errors]","Xsolar2[taskTime]","Xsolar2[completed]","Xsolar2[moves]","Xsolar2[errors]","solarUEQShedonism[boring]","solarUEQShedonism[notInteresting]","solarUEQShedonism[conventional]","solarUEQShedonism[usual]","solarUEQSusability[obstructive]","solarUEQSusability[complicated]","solarUEQSusability[inefficient]","solarUEQSusability[confusing]","batteryIntroGranny[navigationBattery]","Xbattery1[taskTime]","Xbattery1[completed]","Xbattery1[moves]","Xbattery1[errors]","Xbattery2[taskTime]","Xbattery2[completed]","Xbattery2[moves]","Xbattery2[errors]","batteryUEQSusability[obstructive]","batteryUEQSusability[complicated]","batteryUEQSusability[inefficient]","batteryUEQSusability[confusing]","batteryUEQShedonism[boring]","batteryUEQShedonism[notInteresting]","batteryUEQShedonism[conventional]","batteryUEQShedonism[usual]","DataQuality","DataQualityFollowUp","Feedback","ConsentGiven"
"448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"449","21","small","true","Y","412x718","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5eae0bd65d29984c458e6b50","29","woman","This is the button for a hamburger menu, which opens after you click on it.","hamTop","11529.799999952316","1","1","0","24911","1","4","0","4","5","3","3","3","7","3","7","bottomBar","21180","1","2","0","9342.5","1","1","0","7","7","5","7","4","5","5","4","Yes","","I liked the quest giver!",""
"450","21","big","true","Y","360x670","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","652e8d0db8279d2688c04798","54","woman","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","40576.79999998212","1","30","0","100002.09999999404","0","0","0","4","4","3","3","6","6","7","7","hamTop","27140.90000000596","1","3","0","19509.59999999404","1","1","0","7","7","7","7","4","4","2","1","Yes","","",""
"451","21","small","true","Y","430x746","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","5f675a08b51c00065fdbe3db","32","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","39380.00000000001","1","1","0","18270","1","4","0","4","4","5","5","4","4","4","4","bottomBar","8701.000000000002","1","1","0","13719","1","1","0","4","4","4","4","4","4","4","5","Yes","","",""
"452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"453","21","small","true","Y","428x751","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1","5a596a5ce0cf3d0001266b26","46","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","22998","1","1","0","100001","0","4","0","4","6","7","5","6","7","6","7","bottomBar","11917","1","1","0","19388","1","1","0","6","7","7","7","5","7","6","6","Yes","","",""
"454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"455","21","small","true","Y","414x714","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","63c13fcab1eda5bbe034a17c","49","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","25751","1","2","0","17732.000000000004","1","4","0","7","7","7","7","7","7","7","7","hamTop","13624","1","2","0","17977","1","1","0","7","7","7","7","7","7","6","6","Yes","","n/a",""
"456","21","big","true","Y","372x646","Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1","64d63b117d0fcfc1cd8d6934","50","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","100002","0","7","0","33691","1","3","0","6","5","6","5","3","3","5","4","bottomBar","22760","1","2","0","29225","1","2","0","5","5","6","5","5","6","7","5","Yes","","Chemistry wasn’t my best subject. So that second task was a bit more challenging. Thanks. ",""
"457","21","small","true","Y","412x800","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","652408b110c19343a504c45a","66","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","28574.90000000596","1","3","0","25168.40000000596","1","4","0","5","5","5","5","5","5","5","5","hamTop","14211.5","1","1","0","67800","1","3","0","5","5","5","5","5","5","5","4","Yes","","",""
"458","21","big","true","Y","430x737","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","608df7e7f5aba26e1231a0b0","36","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","63645.00000000001","1","11","0","35859","1","8","0","2","2","1","2","2","2","5","2","bottomBar","19595","1","6","0","32765","1","14","0","2","2","4","2","2","2","2","2","Yes","","Very confusing to non-scientific minded people",""
"459","21","small","true","Y","393x722","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","63d3fff89e4ec1caf2f001f7","31","man","This is nothing important and can be ignored.","bottomBar","13198","1","3","0","18129.80000000447","1","2","0","7","6","5","4","7","7","7","6","hamTop","14907.69999999553","1","3","0","12298.29999999702","1","2","0","1","1","1","1","4","4","1","1","Yes","","First one is way better with bottom screen navigation.",""
"460","21","big","true","Y","428x729","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/291.0.582931352 Mobile/15E148 Safari/604.1","5d18ca519bd071001aaaa932","43","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","34917","1","6","0","73090","1","8","0","2","2","1","2","2","4","2","3","bottomBar","18252","1","3","0","11075","1","2","0","5","3","5","3","2","3","2","2","Yes","","",""
"461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"464","21","big","true","Y","352x683","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","6441557474b4acdbbcc9e4eb","47","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","54998.10000000149","1","15","0","59470","1","7","0","3","2","2","2","5","6","6","6","bottomBar","31334.70000000298","1","13","0","11101.59999999404","1","2","0","6","6","6","5","4","4","3","3","Yes","","",""
"465","21","small","true","Y","400x740","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","62865d7591cf5a6008321e79","29","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","16085.600000023842","1","1","0","9541.100000023842","1","2","0","5","6","5","5","6","5","6","6","hamTop","23491.19999998808","1","2","0","27324","1","2","0","6","2","6","2","4","6","2","2","Yes","","",""
"466","21","big","true","Y","375x641","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","5d6a49bc8c253f001c89b637","23","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","100002","0","40","0","25479.000000000004","1","4","0","6","6","3","3","1","1","2","3","hamTop","28236","1","1","0","10422","1","1","0","6","7","6","6","6","7","6","6","Yes","","It was difficult to find some of the materials asked for specifically silicon. A search button would be much more efficient for this task.",""
"467","21","small","true","Y","393x659","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","644013b160c84c519d35d1f4","39","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","31661","1","4","0","23819.000000000004","1","2","0","3","5","4","3","6","3","5","5","hamTop","18061","1","1","0","19333","1","1","0","3","3","2","5","2","2","2","2","Yes","","",""
"468","21","big","true","Y","384x729","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5be11cb6292b64000169b731","27","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","22263.20000000298","1","5","0","22485.39999999851","1","6","0","6","6","6","6","6","7","7","7","bottomBar","32094.10000000149","1","9","0","39509.19999999553","1","26","0","6","7","7","4","5","6","6","6","Yes","","",""
"469","21","small","true","Y","414x787","Mozilla/5.0 (Android 14; Mobile; rv:120.0) Gecko/120.0 Firefox/120.0","5ee8c7fc15b7921df9c2d2a6","21","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","17562","1","4","0","10392","1","1","0","3","3","4","2","6","7","6","7","hamTop","13411","1","2","0","25427","1","1","0","3","6","3","6","3","2","2","2","Yes","","",""
"470","21","big","true","Y","432x812","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5f500550ad48ba16ff920279","42","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","39905.700000000186","1","3","0","17425","1","1","0","4","6","5","5","5","5","5","5","bottomBar","23804.299999999814","1","6","0","27738.60000000056","1","2","0","4","3","4","4","4","4","4","4","Yes","","",""
"471","21","small","true","Y","412x733","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5fd53e2d08163d37f7cb72f6","39","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","17954.399999976158","1","1","0","15376.099999964237","1","4","0","4","4","4","4","5","5","5","6","hamTop","38775.19999998808","1","1","0","18245","1","2","0","4","5","5","6","3","4","4","4","Yes","","None",""
"472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"473","21","small","true","Y","430x739","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.1 Mobile/15E148 Safari/604.1","6516fd1fb91ddee0dffb9185","52","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","9540","1","1","0","32962","1","4","0","5","6","5","5","5","3","4","3","bottomBar","10543","1","1","0","14904","1","4","0","6","6","7","7","5","4","2","2","Yes","","",""
"474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"475","21","small","true","Y","430x740","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","6382fb718ed7d5c007f7e0a8","21","man","This is the button for a hamburger menu, which opens after you click on it.","hamTop","14302","1","3","0","13030.000000000002","1","2","0","5","5","4","4","5","6","6","6","bottomBar","14339","1","2","0","8976","1","2","0","6","7","7","7","6","6","6","6","Yes","","",""
"476","21","big","true","Y","393x665","Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1","5ae7f99bd5ec5e000175f097","41","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","60302","1","32","0","19324","1","13","0","3","5","5","4","4","3","2","4","hamTop","18843","1","4","0","9264","1","1","0","4","4","3","4","3","3","2","3","Yes","","",""
"477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","",""
"478","21","big","true","Y","360x665","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","5f4fef64fd3fc113300fbb44","37","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","51769.799999952316","1","25","0","47300.10000014305","1","11","0","4","3","3","2","5","4","5","4","hamTop","27738","1","4","0","32863.700000047684","1","2","0","5","6","6","7","4","4","2","3","Yes","","",""
"479","21","small","true","Y","388x736","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","628fa8e2c2516fe9c6bfe0be","44","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","19099.20000000298","1","4","0","12401.19999999553","1","2","0","5","6","5","4","6","6","6","6","hamTop","32831.79999999702","1","2","0","20326.5","1","3","0","6","5","6","5","5","5","4","4","Yes","","",""
"480","21","big","true","Y","412x767","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36","615eff7c4b10c65cfda7a4a2","33","man","This is the button for a hamburger menu, which opens after you click on it.","bottomBar","100006.09999990463","0","0","0","40381.5","1","24","0","5","5","5","4","3","4","2","2","hamTop","21461.699999809265","1","3","0","58309.10000014305","1","2","0","5","2","2","3","4","3","2","2","Yes","","",""
